raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
196801,South African Grand Prix,1,za,1968,1968-01-01T00:00:00.000Z,kyalami,,ğŸ‡¿ğŸ‡¦,South Africa
196802,Spanish Grand Prix,2,es,1968,1968-05-12T00:00:00.000Z,jarama,,ğŸ‡ªğŸ‡¸,Spain
196803,Monaco Grand Prix,3,mc,1968,1968-05-26T00:00:00.000Z,monaco,,ğŸ‡²ğŸ‡¨,Monaco
196804,Belgian Grand Prix,4,be,1968,1968-06-09T00:00:00.000Z,spa,,ğŸ‡§ğŸ‡ª,Belgium
196805,Dutch Grand Prix,5,nl,1968,1968-06-23T00:00:00.000Z,zandvoort,,ğŸ‡³ğŸ‡±,Netherlands
196806,French Grand Prix,6,fr,1968,1968-07-07T00:00:00.000Z,essarts,,ğŸ‡«ğŸ‡·,France
196807,British Grand Prix,7,gb,1968,1968-07-20T00:00:00.000Z,brands_hatch,,ğŸ‡¬ğŸ‡§,UK
196808,German Grand Prix,8,de,1968,1968-08-04T00:00:00.000Z,nurburgring,,ğŸ‡©ğŸ‡ª,Germany
196809,Italian Grand Prix,9,it,1968,1968-09-08T00:00:00.000Z,monza,,ğŸ‡®ğŸ‡¹,Italy
196810,Canadian Grand Prix,10,ca,1968,1968-09-22T00:00:00.000Z,tremblant,,ğŸ‡¨ğŸ‡¦,Canada
196811,United States Grand Prix,11,us,1968,1968-10-06T00:00:00.000Z,watkins_glen,,ğŸ‡ºğŸ‡¸,USA
196812,Mexican Grand Prix,12,mx,1968,1968-11-03T00:00:00.000Z,rodriguez,,ğŸ‡²ğŸ‡½,Mexico